isogroup1000	sp|Q9P974|IF4E_CANGA
isogroup81939	sp|P38921|PET8_YEAST
isogroup81940	sp|Q8BYK4|RDH12_MOUSE
isogroup81944	sp|P22125|RAB1_DIPOM
isogroup81956	sp|Q3EAR7|GLYT2_ARATH
isogroup8196	sp|Q9HUG8|MSBA_PSEAE
isogroup81970	sp|Q9ZCR8|RS14_RICPR
isogroup81979	sp|P09437|CYB2_WICAO
isogroup8199	sp|Q9FYC2|PAO_ARATH
isogroup81995	sp|P46865|KINL_LEICH
isogroup8200	sp|Q8WU39|MZB1_HUMAN
isogroup82020	sp|P49154|RS2_URECA
isogroup8203	sp|Q75A83|MRD1_ASHGO
isogroup82032	sp|Q8CV11|MQO_OCEIH
isogroup82044	sp|Q54GS1|CL16A_DICDI
isogroup8205	sp|Q5PPG7|EIF2D_RAT
isogroup82078	sp|Q6DDT5|GSTCD_XENLA
isogroup82080	sp|P33530|PHYA1_TOBAC
isogroup82094	sp|Q23716|EF2_CRYPV
isogroup82103	sp|Q00808|HETE1_PODAS
isogroup8211	sp|Q9SZJ2|GRDP2_ARATH
isogroup82165	sp|P46793|RS15A_DICDI
isogroup8217	sp|P15916|MCE_FOWPN
isogroup82204	sp|Q08AX9|K1841_XENLA
isogroup8221	sp|Q5FVF1|F10C1_RAT
isogroup82213	sp|A4YM47|MASZ_BRASO
isogroup8223	sp|Q9H867|MT21D_HUMAN
isogroup8224	sp|O70511|ANK3_RAT
isogroup82249	sp|Q11QA9|RS7_CYTH3
isogroup82255	sp|O78428|YCF27_GUITH
isogroup8226	sp|A2ASS6|TITIN_MOUSE
isogroup82270	sp|Q3EDF8|PPR28_ARATH
isogroup82279	sp|P26337|ESA8C_TRYEQ
isogroup82285	sp|P44499|PPIB_HAEIN
isogroup82354	sp|Q4JIJ3|METH_BOVIN
isogroup82360	sp|P62979|RS27A_HUMAN
isogroup82366	sp|P56142|TRPB_HELPY
isogroup8237	sp|Q99NH0|ANR17_MOUSE
isogroup82374	sp|Q6TKS7|MX_CTEID
isogroup82384	sp|Q9QXE5|TSSP_MOUSE
isogroup8240	sp|Q00987|MDM2_HUMAN
isogroup8243	sp|D3Z4S3|PTRD1_MOUSE
isogroup82431	sp|P17183|ENOG_MOUSE
isogroup82454	sp|Q9VXG4|ANX11_DROME
isogroup8248	sp|A1A6H3|RBSK_ARATH
isogroup82499	sp|P11369|LORF2_MOUSE
isogroup82505	sp|A5YCB8|CBPYA_TRITO
isogroup82535	sp|P0DJ56|RL6_TETTS
isogroup82548	sp|Q5UPD4|YL060_MIMIV
isogroup82562	sp|Q9SNB7|PP264_ARATH
isogroup82563	sp|P35440|TSP2_CHICK
isogroup82565	sp|A5FN17|RS11_FLAJ1
isogroup82567	sp|Q7TSV4|PGM2_MOUSE
isogroup82588	sp|Q9FLU9|BGL31_ARATH
isogroup82609	sp|P9WGF7|Y1739_MYCTU
isogroup82639	sp|P49041|RS5_CAEEL
isogroup8264	sp|B5XNW7|RBN_KLEP3
isogroup82655	sp|Q9P225|DYH2_HUMAN
isogroup82665	sp|Q6JEL2|KLH10_HUMAN
isogroup8267	sp|P42592|YGJK_ECOLI
isogroup82687	sp|C0HL12|AGRB1_RAT
isogroup8269	sp|P51566|AFC1_ARATH
isogroup8270	sp|P49025|CTRO_MOUSE
isogroup82701	sp|P57508|TYPA_BUCAI
isogroup8273	sp|Q4KME6|GGYF2_DANRE
isogroup8274	sp|Q9S7D1|DGDG1_ARATH
isogroup82764	sp|B1WTZ2|ISPH_CYAA5
isogroup82771	sp|Q9SA52|CP41B_ARATH
isogroup8278	sp|Q5KY48|Y2103_GEOKA
isogroup8279	sp|Q8KEM4|Y663_CHLTE
isogroup82794	sp|Q9V410|LZTR1_DROME
isogroup8281	sp|O43497|CAC1G_HUMAN
isogroup82847	sp|B7ZTW1|IF4A3_XENTR
isogroup8285	sp|Q0V7R1|GATL3_ARATH
isogroup82872	sp|Q6INV3|LRC57_XENLA
isogroup8290	sp|Q39490|SFAS_CHLMO
isogroup82907	sp|Q6RCE1|IFT74_CHLRE
isogroup82919	sp|O32210|GR_BACSU
isogroup8293	sp|Q1E5T3|CHL1_COCIM
isogroup82932	sp|Q6PGY5|DJC21_DANRE
isogroup82939	sp|Q9FNB0|CHLH_ARATH
isogroup82940	sp|O87444|CLPB_LEPBY
isogroup8295	sp|O06715|YISB_BACSU
isogroup8296	sp|O22160|TL15A_ARATH
isogroup82975	sp|Q5VQQ5|CDPK2_ORYSJ
isogroup82983	sp|Q6C7H6|DIM1_YARLI
isogroup82993	sp|O97396|AMY_PHACE
isogroup83018	sp|P15436|DPOD_YEAST
isogroup8304	sp|Q93VG8|PPDEX_ARATH
isogroup83046	sp|Q9USW3|YHZ7_SCHPO
isogroup8307	sp|P9WNB9|END8A_MYCTU
isogroup83100	sp|P0DKC4|PGP1B_ARATH
isogroup83106	sp|P55277|VATL_HELVI
isogroup8314	sp|Q5UPG5|YL093_MIMIV
isogroup83149	sp|A0Q6R5|ILVD_FRATN
isogroup8315	sp|Q9H3H3|CK068_HUMAN
isogroup83165	sp|Q839B3|TILS_ENTFA
isogroup83175	sp|P29126|XYNA_RUMFL
isogroup8320	sp|Q1XDF9|FTSH_PYRYE
isogroup83210	sp|Q43763|AGLU_HORVU
isogroup8322	sp|P53995|APC1_MOUSE
isogroup83233	sp|P21567|AMY1_SACFI
isogroup83265	sp|Q9FNB0|CHLH_ARATH
isogroup83269	sp|C0LGW6|ERL1_ARATH
isogroup8329	sp|Q9P6Q6|CET1_SCHPO
isogroup83298	sp|Q63164|DYH1_RAT
isogroup833	sp|Q50940|CAH_NEIGO
isogroup8332	sp|A0A1P8B554|THLP1_ARATH
isogroup83326	sp|Q7Y0D4|TR164_ORYSJ
isogroup83327	sp|O42895|YBQ2_SCHPO
isogroup83334	sp|P29273|CRTI_SYNY3
isogroup83335	sp|P09117|ALDOC_RAT
isogroup8334	sp|Q9VMU8|SENJU_DROME
isogroup83348	sp|P47008|SFH5_YEAST
isogroup83370	sp|P27398|CAND_DROME
isogroup83373	sp|Q9LYZ9|PP362_ARATH
isogroup83386	sp|Q75JQ3|PEX2_DICDI
isogroup83392	sp|Q9SXD1|PPR91_ARATH
isogroup8340	sp|Q54KA7|SECG_DICDI
isogroup83432	sp|Q54XC1|5NTC_DICDI
isogroup8345	sp|Q9H6Z9|EGLN3_HUMAN
isogroup8346	sp|C0SP84|YTLA_BACSU
isogroup83494	sp|Q93YS4|AB22G_ARATH
isogroup8350	sp|P80108|PHLD_HUMAN
isogroup8354	sp|Q6VGS5|DAPLE_MOUSE
isogroup83542	sp|Q9KC89|CATNT_BACHD
isogroup8359	sp|P40806|PKSJ_BACSU
isogroup8360	sp|Q9FK35|KAD3_ARATH
isogroup83614	sp|Q5BJJ6|MAT2B_DANRE
isogroup83628	sp|O82637|P2C61_ARATH
isogroup8366	sp|P16157|ANK1_HUMAN
isogroup83662	sp|Q5UPT6|YL245_MIMIV
isogroup8369	sp|Q6AWU6|HOL3_ARATH
isogroup83709	sp|P21911|SDHB_SCHPO
isogroup8372	sp|P60300|CLCG_ARATH
isogroup83722	sp|Q7F0J0|CML13_ORYSJ
isogroup8374	sp|P36863|YPTV4_VOLCA
isogroup83804	sp|O94489|EF3_SCHPO
isogroup83808	sp|Q54JC0|CMBB_DICDI
isogroup8381	sp|Q9FY46|SUT41_ARATH
isogroup83816	sp|Q8VY06|PREP2_ARATH
isogroup83823	sp|Q6C7Q0|PFA4_YARLI
isogroup8384	sp|Q756D0|YTM1_ASHGO
isogroup83841	sp|Q55CS7|MPL1_DICDI
isogroup83848	sp|Q98KK0|BODG_RHILO
isogroup83884	sp|Q94AC1|STR6_ARATH
isogroup83891	sp|Q01F03|OGFD1_OSTTA
isogroup83899	sp|Q9SLG9|PI5K5_ARATH
isogroup8392	sp|Q5B5X8|EXGA_EMENI
isogroup83923	sp|O95985|TOP3B_HUMAN
isogroup8393	sp|Q38997|KIN10_ARATH
isogroup83932	sp|Q3IQZ9|KATG_NATPD
isogroup8395	sp|Q96PQ7|KLHL5_HUMAN
isogroup83953	sp|Q7RTR2|NLRC3_HUMAN
isogroup83954	sp|Q9WTR7|SC11C_RAT
isogroup8396	sp|Q15034|HERC3_HUMAN
isogroup83970	sp|Q53LY0|CLPC3_ORYSJ
isogroup83972	sp|P16340|PUR2_DROPS
isogroup83974	sp|Q8C8R3|ANK2_MOUSE
isogroup83977	sp|Q17297|UN119_CAEBR
isogroup84	sp|Q9VLV5|RUXE_DROME
isogroup84017	sp|Q96327|EBP1_ARATH
isogroup8402	sp|B0S6T2|S15A2_DANRE
isogroup84021	sp|Q78P75|DYL2_RAT
isogroup84075	sp|O76512|RENT1_CAEEL
isogroup84081	sp|Q03655|GAS3_YEAST
isogroup8409	sp|Q4R649|BBS5_MACFA
isogroup8411	sp|A1V9Q3|DNAJ_DESVV
isogroup8412	sp|Q6J1I7|RN166_RAT
isogroup84151	sp|Q50KB1|SEP2_EMIHU
isogroup84154	sp|Q5UPT4|YL247_MIMIV
isogroup8419	sp|Q9QR71|LANA1_HHV8P
isogroup8420	sp|O70600|RSAD2_RAT
isogroup84228	sp|Q8RWS8|PP199_ARATH
isogroup8423	sp|P17624|NUDC_EMENI
isogroup8424	sp|A0A0H2VDN9|ESIB_ECOL6
isogroup84241	sp|P67738|Y044_MYCBO
isogroup84251	sp|P29197|CH60A_ARATH
isogroup84299	sp|Q52T38|ZDH22_ARATH
isogroup84309	sp|D4AJR9|EGLX_ARTBC
isogroup8432	sp|Q38772|CDC2A_ANTMA
isogroup84325	sp|L8B068|MALA_HALJP
isogroup8433	sp|Q96FL9|GLT14_HUMAN
isogroup84353	sp|Q61J08|MCM6_CAEBR
isogroup8436	sp|Q62866|S19A1_RAT
isogroup84375	sp|O82567|AAPT1_ARATH
isogroup84377	sp|Q9C998|RPI1_ARATH
isogroup84403	sp|Q8H0M1|QORH_SPIOL
isogroup84406	sp|F4KIB2|TMN8_ARATH
isogroup8441	sp|Q8YRI1|YY46_NOSS1
isogroup84485	sp|Q80YA3|DDHD1_MOUSE
isogroup84511	sp|Q0V9R0|RN111_XENTR
isogroup84519	sp|Q7TPK6|WNK4_RAT
isogroup8452	sp|Q501I9|DIRC2_XENTR
isogroup8453	sp|Q0C8A0|TRT7_ASPTN
isogroup84554	sp|P21894|SYAC_BOMMO
isogroup8460	sp|Q62376|RU17_MOUSE
isogroup84615	sp|Q6Z8B9|P2C12_ORYSJ
isogroup84623	sp|Q8CI11|GNL3_MOUSE
isogroup8466	sp|P37610|TAUD_ECOLI
isogroup8467	sp|Q9XZP2|CALM2_BRAFL
isogroup847	sp|Q8L5Z4|YBEY_ARATH
isogroup8470	sp|Q9S845|GONS3_ARATH
isogroup84727	sp|P42378|RPOH_PSEAE
isogroup84733	sp|Q05856|RSMB_DROME
isogroup84812	sp|Q4WVF4|SYF1_ASPFU
isogroup84818	sp|Q9ESS0|DUS10_MOUSE
isogroup84872	sp|Q0DST9|PUS5_ORYSJ
isogroup84896	sp|O22608|RL5_DUNSA
isogroup84904	sp|Q5I0G4|GARS_RAT
isogroup84913	sp|Q07551|KAR_YEAST
isogroup84921	sp|P24032|MLRN_CHICK
isogroup84931	sp|Q9SIC9|PP178_ARATH
isogroup8495	sp|Q75JC9|Y8484_DICDI
isogroup8496	sp|O88022|MMPLC_STRCO
isogroup84986	sp|Q96N21|AP4AT_HUMAN
isogroup84988	sp|Q05045|CH61_CUCMA
isogroup85006	sp|O08837|CDC5L_RAT
isogroup8501	sp|Q05A36|MEX3C_MOUSE
isogroup85037	sp|Q4WZ44|NRPS7_ASPFU
isogroup85041	sp|Q9VL78|FKB59_DROME
isogroup8507	sp|A5PK00|VPS36_BOVIN
isogroup8510	sp|P45951|ARP_ARATH
isogroup85106	sp|Q5PQ27|S2542_XENLA
isogroup85154	sp|P34712|PGP1_CAEEL
isogroup85155	sp|B3EUD6|RL21_AMOA5
isogroup8518	sp|Q9UKM7|MA1B1_HUMAN
isogroup8519	sp|P40564|DJP1_YEAST
isogroup85196	sp|A5FKD9|RS16_FLAJ1
isogroup8521	sp|Q4V7N2|NSUN2_XENLA
isogroup8524	sp|Q94AT1|P2C76_ARATH
isogroup8526	sp|C3VPR6|NLRC5_MOUSE
isogroup8527	sp|Q8N5P1|ZC3H8_HUMAN
isogroup8528	sp|D4AUV1|UTP25_ARTBC
isogroup85280	sp|Q7X6P3|RUS1_ARATH
isogroup85289	sp|Q6UPE0|CHDH_RAT
isogroup85309	sp|Q5ENN5|RBL2_HETTR
isogroup8532	sp|C0HLA0|GH5FP_CHAOB
isogroup85324	sp|Q60779|DRC4_MOUSE
isogroup85342	sp|P0CQ50|RL44_CRYNJ
isogroup8540	sp|P34243|HCS1_YEAST
isogroup85413	sp|P41764|G6PD_EMENI
isogroup85439	sp|Q8RY89|PI5K8_ARATH
isogroup85473	sp|Q59754|PPDK_RHIME
isogroup85482	sp|O07631|TYPA_BACSU
isogroup8550	sp|Q8H4S6|P2C64_ORYSJ
isogroup85518	sp|Q9S7Q2|PP124_ARATH
isogroup8557	sp|Q5E9B7|CLIC1_BOVIN
isogroup85582	sp|O52980|FKBP_METTL
isogroup8559	sp|Q60BQ2|Y413_METCA
isogroup8560	sp|Q5R6H6|DUS26_PONAB
isogroup8561	sp|Q9FE62|YLS8_ARATH
isogroup85644	sp|B3EWZ6|MLRP2_ACRMI
isogroup85666	sp|O48721|HEM4_ARATH
isogroup85679	sp|Q39575|DYHG_CHLRE
isogroup8570	sp|Q8IIG7|YPF05_PLAF7
isogroup85700	sp|Q968X7|PNO_CRYPV
isogroup8573	sp|Q8MPF7|RSSA_TOXGO
isogroup85745	sp|Q5UPD4|YL060_MIMIV
isogroup85757	sp|Q93VD5|CCD8A_ORYSJ
isogroup8577	sp|A5FZG9|HCP_ACICJ
isogroup85833	sp|Q55BJ6|PLBLB_DICDI
isogroup8584	sp|Q8BZ20|PAR12_MOUSE
isogroup8585	sp|Q765H6|MGT5B_MOUSE
isogroup85912	sp|P30714|AT1A1_RHIMB
isogroup8592	sp|Q96I76|GPTC3_HUMAN
isogroup8593	sp|Q7RAH3|CDPK1_PLAYO
isogroup8595	sp|Q10058|YAM3_SCHPO
isogroup85977	sp|Q11U61|PNP_CYTH3
isogroup85990	sp|P07205|PGK2_HUMAN
isogroup85993	sp|A0PK84|ZDH22_MOUSE
isogroup860	sp|B4F753|ABD12_XENTR
isogroup8600	sp|P10587|MYH11_CHICK
isogroup86035	sp|O78410|CLPC_GUITH
isogroup86046	sp|O95342|ABCBB_HUMAN
isogroup86073	sp|A1K1M2|DTD_AZOSB
isogroup8609	sp|Q921I2|KLDC4_MOUSE
isogroup86094	sp|Q5Z6X0|CIPKP_ORYSJ
isogroup861	sp|A7AMD1|RS3A_BABBO
isogroup86118	sp|P09648|CATL1_CHICK
isogroup86127	sp|Q9ZS34|CHLP_TOBAC
isogroup86134	sp|Q8GYL5|RS253_ARATH
isogroup86149	sp|D2Z027|DCSD_STRLA
isogroup8615	sp|Q32L00|ALKB3_BOVIN
isogroup8616	sp|Q03441|RMD1_YEAST
isogroup86164	sp|Q9S7Q2|PP124_ARATH
isogroup8617	sp|Q8K354|CBR3_MOUSE
isogroup8618	sp|Q02789|CAC1S_MOUSE
isogroup86206	sp|Q23716|EF2_CRYPV
isogroup86213	sp|Q10332|YBMA_SCHPO
isogroup8622	sp|Q9VLP7|MET14_DROME
isogroup8623	sp|O60447|EVI5_HUMAN
isogroup86265	sp|Q94HW2|POLR1_ARATH
isogroup86267	sp|Q5AEM5|OXR1_CANAL
isogroup8627	sp|Q8R0F3|SUMF1_MOUSE
isogroup86272	sp|Q4GX86|RL38_TIMBA
isogroup86293	sp|P04073|PEPC_RAT
isogroup86307	sp|Q8IX30|SCUB3_HUMAN
isogroup86308	sp|Q94K85|CATB3_ARATH
isogroup86313	sp|Q96RW7|HMCN1_HUMAN
isogroup86326	sp|Q8RWS8|PP199_ARATH
isogroup86364	sp|Q700K0|SSPO_RAT
isogroup864	sp|Q46927|TCDA_ECOLI
isogroup86413	sp|Q07500|NDH2_YEAST
isogroup86420	sp|G0SC29|NLE1_CHATD
isogroup86438	sp|P17326|AT1A_ARTSF
isogroup86439	sp|Q9C658|DCP5_ARATH
isogroup8645	sp|Q9SM43|VDE_SPIOL
isogroup8647	sp|Q8N6R0|EFNMT_HUMAN
isogroup86475	sp|Q8T3X9|ISCA1_DROME
isogroup8653	sp|P28178|PK2_DICDI
isogroup8654	sp|P40433|6P21_YEAST
isogroup86556	sp|Q59754|PPDK_RHIME
isogroup86557	sp|O61394|GALT6_CAEEL
isogroup8658	sp|A4Q9F3|TTL10_MOUSE
isogroup8659	sp|Q6URW6|MYH14_MOUSE
isogroup86592	sp|Q6ZIX2|SMT1_ORYSJ
isogroup86603	sp|P40806|PKSJ_BACSU
isogroup8661	sp|Q9SHE7|RUB1_ARATH
isogroup86637	sp|P38016|RS1_CHLMU
isogroup86697	sp|Q8LFS6|BRN1L_ARATH
isogroup867	sp|Q8VZE7|RAP_ARATH
isogroup86701	sp|A0M592|RS3_GRAFK
isogroup86709	sp|Q9D7R7|PEPC_MOUSE
isogroup8672	sp|Q8IZ69|TRM2A_HUMAN
isogroup8673	sp|Q9VCF0|Y5902_DROME
isogroup86760	sp|F6ZDS4|TPR_MOUSE
isogroup86797	sp|O31853|YOJK_BACSU
isogroup86803	sp|Q9SIC9|PP178_ARATH
isogroup8681	sp|B5X582|TWIH_ARATH
isogroup8683	sp|Q54RJ4|IKSA_DICDI
isogroup8684	sp|P46445|CYC6_SYNY3
isogroup86841	sp|Q5ZJ54|TCPZ_CHICK
isogroup86861	sp|P54689|ILVE_HAEIN
isogroup86928	sp|Q91WT4|DJC17_MOUSE
isogroup8696	sp|Q7ZWE9|KCY_DANRE
isogroup86971	sp|Q5R5H1|METK2_PONAB
isogroup8699	sp|Q18297|TRPA1_CAEEL
isogroup8700	sp|P16157|ANK1_HUMAN
isogroup87018	sp|Q9ULJ7|ANR50_HUMAN
isogroup87022	sp|Q99PV0|PRP8_MOUSE
isogroup8703	sp|Q8BFT9|SVOP_MOUSE
isogroup87033	sp|Q9LJX4|PUM5_ARATH
isogroup87063	sp|P0C1J0|CYP15_RHIO9
isogroup87080	sp|Q7RYV5|TCTP_NEUCR
isogroup87091	sp|P42824|DNJH2_ALLPO
isogroup87096	sp|Q8VZQ6|GCL2_ARATH
isogroup8712	sp|Q88B06|CYAY_PSESM
isogroup87172	sp|Q9LIC2|TMN7_ARATH
isogroup8718	sp|Q96F25|ALG14_HUMAN
isogroup87182	sp|Q570X5|ATL58_ARATH
isogroup87184	sp|A7TTT5|DBP2_VANPO
isogroup87198	sp|P43156|CYSP_HEMSP
isogroup8722	sp|B6ZJZ9|PNC1_SOYBN
isogroup8723	sp|O74477|MCA1_SCHPO
isogroup87257	sp|B2V8I4|SUCC_SULSY
isogroup8726	sp|Q8GYH8|SUT42_ARATH
isogroup87303	sp|Q03042|KGP1_DROME
isogroup87329	sp|Q75WS4|CRYD_XENLA
isogroup87332	sp|O67820|IMDH_AQUAE
isogroup87335	sp|Q9PKA8|CLPC_CHLMU
isogroup8736	sp|Q6AXF6|SIDT1_MOUSE
isogroup87367	sp|Q9LT68|NHD1_ARATH
isogroup8739	sp|Q9FJR0|RENT1_ARATH
isogroup874	sp|O13755|OSM1_SCHPO
isogroup87433	sp|P40618|HMGB3_CHICK
isogroup8744	sp|Q9SE95|FIP2_ARATH
isogroup87444	sp|Q9TXQ1|TNKS1_CAEEL
isogroup87463	sp|A0LXQ1|IF2_GRAFK
isogroup87472	sp|P30771|NAM7_YEAST
isogroup87478	sp|Q6PGY5|DJC21_DANRE
isogroup87484	sp|Q27YU0|RSP1_CHLRE
isogroup8749	sp|P0A9H7|CFA_ECOLI
isogroup8750	sp|Q60J38|ANKHM_CAEBR
isogroup87515	sp|G5EGA5|FAT2_CAEEL
isogroup87528	sp|P62890|RL30_RAT
isogroup8753	sp|A4IG72|TGFA1_DANRE
isogroup87560	sp|A0P8X0|AAMY_BACCI
isogroup87562	sp|P46864|KN14M_ARATH
isogroup87568	sp|O59954|UBA4_EMENI
isogroup87577	sp|F4I1X0|HIP41_ARATH
isogroup876	sp|Q95032|METK_ACACA
isogroup87600	sp|P21820|TPIS_COPJA
isogroup87603	sp|Q54UW5|RUVB2_DICDI
isogroup87652	sp|Q9JM83|CALM4_MOUSE
isogroup87657	sp|Q56YP2|PI5K1_ARATH
isogroup8767	sp|Q5BKR2|SL9B2_MOUSE
isogroup87687	sp|Q94F62|BAK1_ARATH
isogroup87703	sp|Q9SIC9|PP178_ARATH
isogroup8773	sp|P43712|FABD_HAEIN
isogroup87735	sp|Q8T191|UGGG_DICDI
isogroup8774	sp|O35435|PYRD_MOUSE
isogroup87751	sp|Q04960|DNJH_CUCSA
isogroup87760	sp|O59922|KAPR_EMENI
isogroup8777	sp|Q5UPG5|YL093_MIMIV
isogroup87772	sp|Q07590|SAV_SULAC
isogroup87789	sp|Q5UNS8|YR665_MIMIV
isogroup87793	sp|A0CDD4|CFA20_PARTE
isogroup87815	sp|O93927|FKS1_CRYNH
isogroup87829	sp|Q9UAL5|ENO_PLAFG
isogroup8783	sp|P15828|GUX1_HUMGT
isogroup87830	sp|Q6DD51|CSKI2_XENLA
isogroup8786	sp|Q8BSY0|ASPH_MOUSE
isogroup87861	sp|Q60848|HELLS_MOUSE
isogroup87887	sp|Q9CAN5|PPR98_ARATH
isogroup87888	sp|Q67XW5|UBP18_ARATH
isogroup87900	sp|B1WU13|RLMN_CYAA5
isogroup87920	sp|Q6KH80|RSMA_MYCMO
isogroup8793	sp|Q9AS36|CCL11_ORYSJ
isogroup87939	sp|Q61941|NNTM_MOUSE
isogroup8794	sp|A2QK68|KTND_ASPNC
isogroup87948	sp|Q9SXD8|PPR90_ARATH
isogroup8797	sp|Q9ATN1|NIP31_MAIZE
isogroup87979	sp|Q9JMH9|MY18A_MOUSE
isogroup87992	sp|A8IQT2|CCD40_CHLRE
isogroup88003	sp|Q6BXH8|RS6_DEBHA
isogroup88033	sp|A5GV53|CH60_SYNR3
isogroup88036	sp|Q01484|ANK2_HUMAN
isogroup88067	sp|Q9C5J3|RRC1_ARATH
isogroup8809	sp|Q5R8M1|STK38_PONAB
isogroup88104	sp|A6GWI4|RS16_FLAPJ
isogroup88105	sp|Q86V88|MGDP1_HUMAN
isogroup8811	sp|Q9LHT0|TRNHF_ARATH
isogroup8812	sp|P30416|FKBP4_MOUSE
isogroup8814	sp|Q6H7M3|HMA4_ORYSJ
isogroup8817	sp|Q09818|YAC4_SCHPO
isogroup88177	sp|A5FMZ4|RS3_FLAJ1
isogroup88198	sp|Q6C603|RL7_YARLI
isogroup8821	sp|Q9FKX5|NIPL1_ARATH
isogroup88220	sp|Q54HL8|Y9381_DICDI
isogroup88221	sp|Q582G4|ANM7_TRYB2
isogroup88235	sp|P49730|RIR2_TOBAC
isogroup8824	sp|Q0DEC8|SSY1_ORYSJ
isogroup8825	sp|P05661|MYSA_DROME
isogroup88253	sp|Q8RWS8|PP199_ARATH
isogroup88263	sp|G5EGA3|ANKL1_CAEEL
isogroup88286	sp|Q5VYS8|TUT7_HUMAN
isogroup8830	sp|P70566|TMOD2_RAT
isogroup8832	sp|Q0DWH7|NMNAT_ORYSJ
isogroup88336	sp|Q8N9V3|WSDU1_HUMAN
isogroup8835	sp|C7AU21|D27_ORYSJ
isogroup88358	sp|Q9YBQ6|TMCA_AERPE
isogroup8836	sp|P16273|PRPX_HORVU
isogroup88360	sp|Q9QR71|LANA1_HHV8P
isogroup88396	sp|P35135|UBC4_SOLLC
isogroup88430	sp|Q7KUT2|LONM_DROME
isogroup88469	sp|P05130|KPC1_DROME
isogroup88484	sp|Q9LQ16|PPR94_ARATH
isogroup8850	sp|Q9FMP5|CDPKH_ARATH
isogroup88515	sp|Q50LG2|AF101_ALTAL
isogroup88517	sp|Q869U7|RS18_DICDI
isogroup88529	sp|Q6ZTR5|CFA47_HUMAN
isogroup88530	sp|P41352|TBB_TETTH
isogroup8854	sp|Q9YHY6|CND1_XENLA
isogroup8855	sp|A8WN56|CTNS_CAEBR
isogroup88604	sp|Q1LZ78|NTPCR_BOVIN
isogroup88619	sp|Q95JL5|CFA52_MACFA
isogroup8866	sp|Q8IJN7|ENO_PLAF7
isogroup8867	sp|Q6IR34|GPSM1_MOUSE
isogroup8868	sp|O08638|MYH11_MOUSE
isogroup8869	sp|Q9S170|CSPG_SHEVD
isogroup88692	sp|P35446|SPON1_RAT
isogroup887	sp|Q8RWY7|CYP95_ARATH
isogroup8870	sp|Q9SIE0|ALKB2_ARATH
isogroup88706	sp|O74397|ASND1_SCHPO
isogroup8872	sp|P61869|MDLA_PENCY
isogroup8873	sp|P32839|BCS1_YEAST
isogroup8874	sp|Q54VS1|ISCA1_DICDI
isogroup88749	sp|Q8W4I7|CDPKD_ARATH
isogroup88777	sp|Q25330|CKS1_LEIME
isogroup88787	sp|Q27YU0|RSP1_CHLRE
isogroup88797	sp|Q9SIC9|PP178_ARATH
isogroup8883	sp|Q00808|HETE1_PODAS
isogroup8886	sp|Q8BSN3|CC151_MOUSE
isogroup8889	sp|Q4P7F2|FES1_USTMA
isogroup8890	sp|Q96MR6|CFA57_HUMAN
isogroup88908	sp|B8I2R5|PNP_CLOCE
isogroup88920	sp|A0M591|RL16_GRAFK
isogroup8897	sp|Q8W103|CHR24_ARATH
isogroup8898	sp|Q9H3S3|TMPS5_HUMAN
isogroup89005	sp|A7MBE4|MIOX_BOVIN
isogroup8901	sp|Q9CQF6|ADPPT_MOUSE
isogroup89011	sp|O34940|YVRE_BACSU
isogroup89061	sp|Q4WXH8|DPOE_ASPFU
isogroup89066	sp|Q9M3V8|RS6_ASPOF
isogroup8909	sp|Q78P75|DYL2_RAT
isogroup89128	sp|Q6GZT3|043R_FRG3G
isogroup8917	sp|Q9LKW9|NHX7_ARATH
isogroup89173	sp|P25822|PUM_DROME
isogroup89178	sp|Q40296|FCPB_MACPY
isogroup8918	sp|Q6P8E9|NH2L1_XENTR
isogroup8921	sp|B8GV49|RS17_THISH
isogroup8925	sp|Q6L6S1|EGCSE_HYDVU
isogroup89287	sp|P41001|TOP2_PLAFK
isogroup8929	sp|Q940M4|OCT7_ARATH
isogroup89290	sp|Q5A4E3|OCH1_CANAL
isogroup89302	sp|Q29551|SCOT1_PIG
isogroup89317	sp|A5EVX0|RL31B_DICNV
isogroup8933	sp|Q7RAH3|CDPK1_PLAYO
isogroup89342	sp|P51794|CLCN4_RAT
isogroup8936	sp|Q9FNE2|GRXC2_ARATH
isogroup89366	sp|Q5RH95|RSAD2_DANRE
isogroup8938	sp|Q80UZ2|SDA1_MOUSE
isogroup8939	sp|Q21221|AHO3_CAEEL
isogroup894	sp|Q9XF62|DIP13_CHLRE
isogroup8945	sp|Q6AYK6|CYBP_RAT
isogroup89476	sp|P23403|RS20_XENLA
isogroup89487	sp|Q84J46|PP262_ARATH
isogroup89504	sp|Q9CAM8|PP100_ARATH
isogroup8952	sp|P13607|ATNA_DROME
isogroup89547	sp|Q8W0Z6|AP5M_ARATH
isogroup8955	sp|B7FXW1|SQLE_PHATC
isogroup89573	sp|P17326|AT1A_ARTSF
isogroup89574	sp|F4I507|MYO3_ARATH
isogroup89578	sp|Q9P6K0|YLA3_SCHPO
isogroup89584	sp|C3PFG5|ZUPT_CORA7
isogroup8959	sp|P14270|PDE4D_RAT
isogroup89595	sp|Q7XBS0|DUR3_ORYSJ
isogroup89598	sp|Q54UF7|LDHD_DICDI
isogroup8961	sp|Q02006|Y4233_RHOPA
isogroup89619	sp|P0CU49|CAHS7_HYPDU
isogroup89637	sp|Q98TF8|RL22_CHICK
