isogroup1000	Q9P974
isogroup61401	Q7Z569
isogroup61403	Q7M3S9
isogroup61408	Q9QYI8
isogroup61410	Q6AW69
isogroup61412	O13755
isogroup61417	Q83A83
isogroup61418	Q2TBT8
isogroup61420	O74339
isogroup61422	P22717
isogroup61431	P17702
isogroup61432	F4JMJ1
isogroup61435	Q8MTI2
isogroup61436	P52652
isogroup61437	Q8C8R3
isogroup61439	Q7Y0F2
isogroup61459	Q9FEB5
isogroup61472	O00418
isogroup61473	Q9D5R3
isogroup61494	Q9LYZ9
isogroup61495	Q9GLW9
isogroup61514	A9S3D3
isogroup61515	Q9I4C8
isogroup61532	Q9VR91
isogroup61540	Q9P7V8
isogroup61546	P28606
isogroup61552	Q8L706
isogroup61584	P54453
isogroup61597	Q96SL1
isogroup61599	P27625
isogroup61602	Q5B3C8
isogroup61606	Q7SCY7
isogroup61612	Q8VCN9
isogroup61624	Q9MAH1
isogroup61629	A2VDL9
isogroup61631	O23184
isogroup61633	Q9SIC9
isogroup61635	Q9ZQW8
isogroup61640	P09205
isogroup61642	Q8MTI2
isogroup61644	Q99JX3
isogroup61645	Q9LQ16
isogroup61647	Q10287
isogroup61651	Q9H0R3
isogroup61654	P80175
isogroup61675	B3PDE5
isogroup61679	Q5M876
isogroup61689	Q5FPX9
isogroup61697	P94400
isogroup61711	Q8BIV3
isogroup61712	B6JY16
isogroup61720	P54705
isogroup61732	Q7NFE9
isogroup61733	Q00168
isogroup61735	Q8HYL8
isogroup61738	Q9JLG8
isogroup61741	Q00718
isogroup61743	Q75HE6
isogroup61744	Q9CM51
isogroup61759	Q9SR15
isogroup61762	Q9BWH6
isogroup61763	Q3B561
isogroup61764	Q5U3H3
isogroup61765	B0WYY2
isogroup61767	Q7S133
isogroup61771	F1S584
isogroup61774	Q15751
isogroup61777	Q8LGI8
isogroup61781	Q8JGM4
isogroup61789	B3LF48
isogroup61790	Q9NQ36
isogroup61793	P36683
isogroup61797	P48768
isogroup61807	Q6PC62
isogroup61810	Q9VCA8
isogroup61822	Q9S9V0
isogroup61826	Q9DAE3
isogroup61830	P70406
isogroup61842	Q9P7G8
isogroup61861	Q3U2U7
isogroup61869	Q02825
isogroup61877	Q0AEV2
isogroup61880	Q9KQH0
isogroup61907	Q96VG1
isogroup61910	Q5UNW1
isogroup61918	O42895
isogroup61939	Q5I4F9
isogroup61942	Q86ZU7
isogroup61952	Q17QN2
isogroup61954	Q9XIB6
isogroup61964	C6DKM6
isogroup61977	Q4N3P0
isogroup61978	Q8W4K1
isogroup61981	Q5TFG8
isogroup61984	Q5JUR7
isogroup61989	Q6N075
isogroup6199	P0CN26
isogroup61993	Q9LQ02
isogroup6200	Q7RAV5
isogroup62002	Q9LR64
isogroup62010	Q9LHT0
isogroup62014	Q8C436
isogroup62015	Q9C2R2
isogroup62017	P46975
isogroup62028	Q9LXT9
isogroup62033	P50636
isogroup62038	Q93RG0
isogroup62041	A7MB73
isogroup62045	Q0WWW9
isogroup62047	Q7ZV90
isogroup62055	A0A0H2URK1
isogroup62056	O34948
isogroup62059	Q12731
isogroup62060	Q9SRE0
isogroup62063	Q76C99
isogroup62064	Q91955
isogroup62065	P23903
isogroup62069	Q39362
isogroup62071	Q45423
isogroup62077	P27659
isogroup62085	Q7XM31
isogroup62087	Q12019
isogroup62095	B4GUZ2
isogroup62106	Q9SP35
isogroup62109	Q4HXF6
isogroup62112	P39023
isogroup62115	Q8R173
isogroup62117	Q6NRD5
isogroup62119	P09437
isogroup62121	P23869
isogroup62131	Q5ZI11
isogroup62132	P36062
isogroup62135	Q9FGQ6
isogroup62139	A8IHT2
isogroup62141	D3YXG0
isogroup62144	A5FKD9
isogroup62149	P09095
isogroup62171	P42779
isogroup62176	Q8GY96
isogroup62181	P27124
isogroup62184	Q1JPG1
isogroup62185	Q46845
isogroup62188	Q91WL8
isogroup62200	P09347
isogroup62201	Q84MH1
isogroup62214	Q4R7M4
isogroup62225	Q566V3
isogroup62236	Q9R049
isogroup62237	P10475
isogroup62238	Q68EL2
isogroup62242	Q5UPP8
isogroup62246	Q63525
isogroup62247	P0C5J9
isogroup62253	Q54NM9
isogroup62255	Q9NJU9
isogroup62259	Q54DY9
isogroup62267	Q4DJ07
isogroup62275	B2RU33
isogroup62286	B1WBP0
isogroup62289	Q91437
isogroup62291	A8MXQ7
isogroup62292	P53792
isogroup62299	Q8S8P6
isogroup62305	P04904
isogroup62309	A0A1P8AUY4
isogroup62313	Q755I4
isogroup62317	P40796
isogroup62319	Q9ZW86
isogroup62322	P39966
isogroup62328	Q4R888
isogroup62330	Q9NP73
isogroup62334	P50336
isogroup62337	Q08638
isogroup62343	Q9SIC9
isogroup62347	Q6Z4P2
isogroup62353	P38494
isogroup62357	Q24799
isogroup62363	Q8LGG0
isogroup62374	Q84J55
isogroup62435	Q9ZQX7
isogroup62440	A7SGU3
isogroup62457	Q9Z8M3
isogroup62469	Q55563
isogroup62482	Q9LT68
isogroup62487	Q8RXF1
isogroup62500	Q5ZJ17
isogroup62502	Q9SF85
isogroup62504	Q54I71
isogroup62507	Q9SIC9
isogroup62513	Q9QYI8
isogroup62515	Q46Z24
isogroup62521	Q10058
isogroup62528	P97386
isogroup62537	Q7SXE4
isogroup62540	Q9ZVH8
isogroup62541	A4WVF5
isogroup62552	Q03649
isogroup62570	Q5IFN2
isogroup62571	Q4DJ07
isogroup62573	Q2KIB9
isogroup62574	Q9LYZ9
isogroup62581	O14077
isogroup62597	P0CH37
isogroup62600	O94738
isogroup62603	Q9D099
isogroup62604	P00064
isogroup62609	Q27546
isogroup62619	Q9QR71
isogroup62620	Q5PP37
isogroup62629	Q9C9Z9
isogroup62631	Q0WVK7
isogroup62632	P0C7Q1
isogroup62634	P52045
isogroup62639	P31414
isogroup62641	Q8C437
isogroup62646	Q5ZKB8
isogroup62650	Q08J23
isogroup62660	Q2QVG8
isogroup62665	D3ZVR1
isogroup62667	C0HLA0
isogroup62671	Q9D6T1
isogroup62685	O95714
isogroup62698	Q869L3
isogroup62708	Q8VDH1
isogroup62719	Q54NM8
isogroup62720	Q09903
isogroup62732	Q9LDH3
isogroup62735	P0A357
isogroup62748	P93586
isogroup62751	Q5A2K0
isogroup62761	Q9CQL0
isogroup62762	Q12284
isogroup62764	Q3MHC1
isogroup62770	Q9TV62
isogroup62780	Q9HEH1
isogroup62791	O64642
isogroup62806	B0SPQ8
isogroup62813	Q6IQ16
isogroup62814	Q8BP31
isogroup62815	Q11KJ6
isogroup62819	Q54DK4
isogroup62820	P45886
isogroup62823	B9J8E2
isogroup62829	A4RHF1
isogroup62837	O95562
isogroup62838	O02611
isogroup62840	Q17770
isogroup62848	Q6DD38
isogroup62869	Q5V2Y4
isogroup62871	Q9UTE6
isogroup62876	P42158
isogroup62881	Q8H2T0
isogroup62892	Q8MTI2
isogroup62894	P29957
isogroup62921	Q94B65
isogroup62928	P36062
isogroup62948	Q94BQ2
isogroup62960	A4IQF5
isogroup62977	Q84UQ3
isogroup62996	Q0V9R0
isogroup630	O23254
isogroup63000	Q8RWU6
isogroup63009	Q99020
isogroup6301	O16098
isogroup63016	C0LGQ5
isogroup63021	Q04678
isogroup63023	Q9NJU9
isogroup63027	Q9UUA2
isogroup63036	Q54VN6
isogroup63050	Q4KLE6
isogroup63052	Q5R8D8
isogroup63055	Q54KI4
isogroup63059	Q99385
isogroup63078	Q9ULJ7
isogroup63094	Q39491
isogroup63102	A0KPL4
isogroup63113	Q9LF61
isogroup63126	Q8RY11
isogroup63130	Q8MTI2
isogroup63131	F1MCA7
isogroup63134	Q9ASW1
isogroup63144	Q12730
isogroup63145	Q9P6Q3
isogroup63146	Q94BU1
isogroup63150	Q15751
isogroup63151	O48709
isogroup63158	D0E8I5
isogroup63165	Q8EAJ0
isogroup63167	Q8N136
isogroup63173	Q2T9J0
isogroup63182	Q8N2N9
isogroup63193	A4IJ21
isogroup63194	Q91VR5
isogroup63197	Q9XI84
isogroup63211	F4ISV9
isogroup63213	Q94AA9
isogroup63214	Q9FIV6
isogroup6322	Q24331
isogroup63224	Q9S9K4
isogroup63229	Q9I931
isogroup63233	Q0WMY5
isogroup63238	Q5M7N9
isogroup63239	Q99707
isogroup63241	Q26696
isogroup63247	Q5A3P6
isogroup63249	Q9MAT5
isogroup63252	Q6Z4P2
isogroup63258	Q6CB69
isogroup63264	Q07283
isogroup63268	P42824
isogroup63276	O59952
isogroup63279	P72926
isogroup63281	B1WC40
isogroup63295	Q5ZKQ3
isogroup63305	Q8JFF3
isogroup63308	Q16787
isogroup63335	Q9FN03
isogroup63336	O81864
isogroup63338	Q5SM16
isogroup63351	Q8RWS8
isogroup63352	F4HT41
isogroup63353	Q8BS35
isogroup63367	Q5EA24
isogroup63368	Q9VPR4
isogroup63387	P78820
isogroup63389	Q6DCP1
isogroup63394	Q72HR4
isogroup63398	P15345
isogroup63400	Q55BZ4
isogroup63403	Q9LYR5
isogroup63406	Q9M9H7
isogroup63411	D6Z995
isogroup63416	Q8CDZ2
isogroup63423	Q755Y0
isogroup63425	Q9DAJ5
isogroup63427	Q9BY84
isogroup63444	Q54P13
isogroup63446	Q9SUL1
isogroup63447	Q7SFQ9
isogroup63457	Q8MPF7
isogroup63459	Q9SYP1
isogroup63465	Q3V2Q8
isogroup63474	O31633
isogroup63484	B9KLE8
isogroup63485	D3YYI7
isogroup63491	Q6CJU4
isogroup63492	A7Z4X7
isogroup63494	Q0RHA0
isogroup63495	P47727
isogroup63496	Q566R0
isogroup63498	Q9FGF0
isogroup6350	A5FMP6
isogroup63506	Q66KG0
isogroup63508	Q9M8D3
isogroup63509	O96774
isogroup63510	Q5PP23
isogroup63512	O70157
isogroup63529	F4ILR7
isogroup63553	Q56WF8
isogroup63579	Q8T1C6
isogroup63580	A8X0Z1
isogroup63596	B0KTG8
isogroup63606	P69150
isogroup63632	Q680K2
isogroup6364	Q40297
isogroup63652	Q95QQ2
isogroup63662	Q4ULR3
isogroup63671	Q7XPW5
isogroup63709	F4IQK5
isogroup63721	P34024
isogroup63724	Q6PNC0
isogroup63725	B4PUD1
isogroup63726	Q7X9V2
isogroup63728	Q62910
isogroup6373	Q12MJ8
isogroup63733	Q8NLY8
isogroup63742	Q9HYL3
isogroup63750	P21913
isogroup63751	Q9LT78
isogroup63755	P0DPA0
isogroup63777	Q566E5
isogroup63790	C1F407
isogroup63793	Q8GX93
isogroup63798	O78410
isogroup63801	Q9C5S1
isogroup63805	Q39617
isogroup63808	Q15075
isogroup63811	Q9SMH5
isogroup63831	Q8GWT4
isogroup63833	Q7MYW1
isogroup63838	Q9SIC9
isogroup63850	Q6P798
isogroup63851	E1V8I1
isogroup63854	P87303
isogroup63865	P54583
isogroup63867	Q8N6D5
isogroup63875	Q86DA5
isogroup63891	Q61941
isogroup63908	Q0J0A4
isogroup6391	Q84KJ5
isogroup63914	Q9JK25
isogroup63926	O64380
isogroup63927	Q96PP9
isogroup63934	Q8VEG4
isogroup63941	Q929G7
isogroup63950	Q54CP1
isogroup63951	Q6D4C8
isogroup63959	Q812A3
isogroup63968	P93759
isogroup63969	A0A0H2VDN9
isogroup63970	A6QR09
isogroup63977	Q06572
isogroup63979	Q13286
isogroup63997	Q96539
isogroup63999	Q54GD8
isogroup64006	P0CP22
isogroup64007	Q8GTR4
isogroup64010	A0A140N890
isogroup64017	Q5UPD4
isogroup64018	P50648
isogroup64020	P16157
isogroup64027	P27514
isogroup64031	Q5RDJ7
isogroup64045	Q9Z1N4
isogroup64047	Q8VZE7
isogroup64056	O75417
isogroup64059	A3DBD7
isogroup64068	Q7XJS0
isogroup64075	Q7ULT2
isogroup64088	O14976
isogroup64090	Q67XX3
isogroup64093	P75905
isogroup64098	Q2KI89
isogroup64104	P57078
isogroup64107	A8IHV3
isogroup64109	A7TSF4
isogroup64113	Q54T76
isogroup64120	Q58458
isogroup64129	Q8C8R3
isogroup64130	F4JWT7
isogroup64136	Q2HIW2
isogroup64142	P0ACA9
isogroup64156	P41352
isogroup64159	B8F4B1
isogroup64167	A3LXS6
isogroup64170	Q9LVJ0
isogroup64178	Q91820
isogroup64179	Q8GWE0
isogroup64180	Q8DP63
isogroup64189	Q10138
isogroup64196	Q9ZS34
isogroup64197	D1KF50
isogroup64205	Q45826
isogroup64213	O95671
isogroup64216	A0A0H2VDN9
isogroup64219	P49263
isogroup64220	O93937
isogroup64221	B1AJZ9
isogroup64227	Q6CTC3
isogroup64237	Q9SKC3
isogroup6431	P22513
isogroup64321	P49215
isogroup64327	Q5M7N9
isogroup64333	Q501H5
isogroup64339	Q9J4Z4
isogroup64352	P08096
isogroup64356	Q5RG82
isogroup64369	Q70LM4
isogroup64372	Q94AM1
isogroup64375	F4ILR7
isogroup64384	C3K267
isogroup64393	Q8A8C4
isogroup64432	Q5VU57
isogroup64442	Q6AYK2
isogroup64443	Q9SN58
isogroup64447	Q70LM5
isogroup64448	Q9FZJ1
isogroup64449	Q9SF38
isogroup64455	Q9SKX5
isogroup64457	Q90631
isogroup64461	P09398
isogroup64467	Q07283
isogroup64497	A5PMF6
isogroup64499	Q3ZD69
isogroup64506	Q8BHT6
isogroup64509	O94654
isogroup6451	O86509
isogroup64521	Q06753
isogroup64524	P29315
isogroup64526	P51792
isogroup64528	O42936
isogroup64534	P10878
isogroup64537	Q9LMT1
isogroup64539	Q9LVE4
isogroup64542	Q8BW70
isogroup64548	Q18KN8
isogroup64550	Q5UPD4
isogroup64555	P59723
isogroup64556	Q15149
isogroup64570	Q46845
isogroup64576	P25807
isogroup64580	Q9SSF8
isogroup64581	Q8GY96
isogroup64588	Q640Z6
isogroup64591	Q4P3D8
isogroup64597	P16157
isogroup64599	Q9C8G9
isogroup64600	Q9W3U1
isogroup64607	H0YM25
isogroup64611	O43511
isogroup64613	O70157
isogroup64616	Q6CQE5
isogroup64627	Q54Z26
isogroup64632	P48982
isogroup64633	Q8CC88
isogroup64644	P13983
isogroup64646	Q4I8Q4
isogroup6465	Q09JZ4
isogroup64654	Q18CI2
isogroup64656	Q6PI47
isogroup6466	P0AFU2
isogroup64669	Q8RWS8
isogroup64670	Q45826
isogroup64672	Q5H879
isogroup64678	Q9NUS5
isogroup64685	Q968X7
isogroup64689	P29218
isogroup64700	Q81G82
isogroup64702	Q9DE27
isogroup64705	P78706
isogroup64706	P96285
isogroup64712	P81660
isogroup64714	O34756
isogroup64720	Q9Y7M6
isogroup64727	O74467
isogroup64733	Q28C22
isogroup64735	P44429
isogroup64739	P0C6P7
isogroup64741	Q5URB9
isogroup64743	O14327
isogroup6475	P28288
isogroup64754	Q8RXF1
isogroup6476	O80871
isogroup64764	O74467
isogroup64765	Q65H55
isogroup64766	D4GP33
isogroup64772	A0QV09
isogroup64781	Q8MTI2
isogroup64788	P32826
isogroup64795	Q5RFB7
isogroup64796	Q27666
isogroup64813	P15345
isogroup64815	Q8SWR8
isogroup64818	Q70LM4
isogroup64820	A9CPT4
isogroup6483	O65426
isogroup64832	P0AFS6
isogroup64838	Q29HZ1
isogroup64840	Q52I78
isogroup64843	Q673L6
isogroup6485	Q92835
isogroup64861	Q39758
isogroup64867	Q68F38
isogroup64883	P55390
isogroup64887	Q54H45
isogroup6489	Q4UMH6
isogroup64891	Q869L4
isogroup64898	P0DH96
isogroup64903	O84100
isogroup64912	O00418
isogroup64919	A4IGU3
isogroup64927	Q56Y42
isogroup64929	Q9MA15
isogroup64931	P32481
isogroup64932	O64642
isogroup64933	A5PMF6
isogroup64934	Q18846
isogroup64935	Q4L872
isogroup64936	O13967
isogroup64937	Q9M9E8
isogroup6494	Q5JEZ2
isogroup64947	I1K0K6
isogroup64950	Q9M9E8
isogroup64952	B7FAL5
isogroup64959	P47179
isogroup6496	Q9UTN2
isogroup64960	A0LYZ0
isogroup64962	O74545
isogroup64972	Q7RZV2
isogroup64974	Q5K5B6
isogroup64991	Q9M0V3
isogroup64993	Q04960
isogroup64996	Q8YRI1
isogroup65000	Q58338
isogroup65002	F1QXD3
isogroup65004	P30432
isogroup65005	O80449
isogroup65015	Q96BI1
isogroup65020	Q7RTR2
isogroup65044	F4HNU6
isogroup65050	P22202
isogroup6506	Q8VDG3
isogroup65082	P41561
isogroup6509	Q09764
isogroup65094	P93043
isogroup65098	Q8BLR9
isogroup651	Q8KWT4
isogroup65119	A0JMH2
isogroup65120	F4HYJ7
isogroup6513	C5BDG8
isogroup65131	Q05609
isogroup65133	Q8XHV5
isogroup65144	Q54LE6
isogroup65148	Q8K3A2
isogroup6517	O88457
isogroup65170	Q24DE2
isogroup65173	Q9SJJ5
isogroup6518	Q968X7
isogroup65198	P0C955
isogroup6520	O54701
isogroup65201	Q8K9X4
isogroup65241	Q2MF72
isogroup65243	A3SR25
isogroup65248	Q9LM92
isogroup6525	Q3ARM4
isogroup65262	Q9JHY8
isogroup65269	P29185
isogroup6527	O80612
isogroup65270	Q5F1R6
isogroup65274	Q9M0E5
isogroup65281	P36494
isogroup65287	Q0CMT2
isogroup65289	P26371
isogroup6529	P9WLZ3
isogroup65299	Q9NVI7
isogroup6530	P37709
isogroup65303	Q3UDW8
isogroup65313	P10246
isogroup65328	O94628
isogroup65333	Q96GJ1
isogroup65337	Q86A83
isogroup65346	Q8IWZ3
isogroup65348	Q8K4Z5
isogroup65354	Q9C5J3
isogroup65357	Q12JE5
isogroup65359	P27643
isogroup65361	Q5RKI3
isogroup65364	Q9H0R3
isogroup65369	Q9CYL5
isogroup6537	Q00808
isogroup65374	P22274
isogroup65379	P0DJ23
isogroup65387	Q7UWI5
isogroup65390	P04801
isogroup65394	Q9LYZ9
isogroup65396	A0A0H3LKL4
isogroup65398	O60287
isogroup65399	A4R2R1
isogroup654	Q9SIC9
isogroup65400	Q58820
isogroup65402	O00763
isogroup65408	Q28G67
isogroup6542	Q10058
isogroup65423	Q87JZ5
isogroup65424	P25362
isogroup65445	P0DJ54
isogroup65448	Q9H7B4
isogroup65450	Q9SIC9
isogroup65454	Q61941
isogroup65455	O69060
isogroup6546	Q5R9B3
isogroup65462	Q9FPQ6
isogroup65468	Q08755
isogroup6547	Q9H2K2
isogroup65471	Q9SIC9
isogroup65473	Q9ZPV8
isogroup65478	Q9BYK8
isogroup65479	P0AFS6
isogroup65483	P09398
isogroup65486	P35159
isogroup65491	A0A1D6IEG9
isogroup65499	O28972
isogroup65505	Q9ZS34
isogroup65506	Q8N8R5
isogroup65511	P49692
isogroup65515	Q9EP71
isogroup65524	Q8Q0U0
isogroup65529	Q55GE2
isogroup65530	A9WGE3
isogroup65533	Q29Q26
isogroup65542	Q9ZGI5
isogroup65550	Q8VC90
isogroup65558	Q5YLM1
isogroup65567	Q0A845
isogroup65574	Q9JLG8
isogroup65578	P16157
isogroup65580	Q557F7
isogroup65586	P28287
isogroup65588	Q01386
isogroup6559	Q4WVS2
isogroup65593	Q7ZWU7
isogroup65597	Q9UT25
isogroup6560	F4J8C6
isogroup65601	Q8L8W6
isogroup65609	P0DJ14
isogroup65610	P06761
isogroup65612	Q9NB71
isogroup65615	P11442
isogroup65618	Q5P2S7
isogroup65619	P33992
isogroup65627	Q551A3
isogroup65630	Q2QPW1
isogroup6565	Q4P6L3
isogroup65652	Q90W58
isogroup65658	Q75IS2
isogroup65689	Q9N0V7
isogroup65700	O70571
isogroup65703	P46284
isogroup65704	Q6PAX2
isogroup65706	Q6SKR2
isogroup65709	Q8BFZ8
isogroup65714	Q502M8
isogroup65718	Q15751
isogroup65719	Q8CIG3
isogroup65724	Q0WP85
isogroup65734	O28229
isogroup65735	P97461
isogroup65739	Q6ME97
isogroup6574	P23921
isogroup65744	Q55EY8
isogroup65747	Q68DC2
isogroup6576	P35579
isogroup65760	Q9I9H8
isogroup65764	B9DNK1
isogroup65774	Q6FMA3
isogroup65796	Q923W1
isogroup6580	Q86ZF1
isogroup65805	Q8BSY0
isogroup65807	Q945F0
isogroup6581	Q8IV04
isogroup65810	P45791
isogroup65817	Q9IBD1
isogroup65823	A5FP04
isogroup65831	H0YM25
isogroup65837	Q6CR04
isogroup65839	Q83ES7
isogroup65840	Q11QD6
isogroup65845	Q8GWG6
isogroup65851	Q5RCH2
isogroup65855	Q5ZJ58
isogroup65862	Q0JJS8
isogroup65867	Q91YE3
isogroup65870	Q9T0K7
isogroup65872	Q8ZRS8
isogroup65878	P35159
isogroup65880	Q6NQE2
isogroup65882	Q255M7
isogroup65895	B8HPI7
isogroup65900	F4HT41
isogroup65902	P34205
isogroup65903	Q9SRK7
isogroup65907	P0CT80
isogroup65912	Q8MTI2
isogroup65913	Q9P0K7
isogroup65923	Q76L36
isogroup6593	Q5R833
isogroup65940	Q9CAN5
isogroup65951	Q5UQW3
isogroup65965	Q9JKB8
isogroup6598	F4ZGF2
isogroup65991	P45443
isogroup65996	Q2HEB0
isogroup6600	A0A1D6IEG9
isogroup66001	Q9ER72
isogroup6603	P27884
isogroup66035	O45583
isogroup66043	Q5XIS1
isogroup66062	Q6VRB0
isogroup6607	Q19AV6
isogroup66079	Q6IQE9
isogroup66082	Q54TC9
isogroup66097	Q6FM98
isogroup6610	P40631
isogroup66100	P40072
isogroup66105	Q8BG19
isogroup66111	Q9ZSA4
isogroup66120	A0LYC2
isogroup66128	Q70LM5
isogroup6613	P0DKC4
isogroup66144	P54493
isogroup6615	Q6A997
isogroup6617	Q63615
isogroup66172	Q562D6
isogroup66175	Q9FN03
isogroup6618	Q4WRQ4
isogroup66205	Q08168
isogroup66212	O49552
isogroup66214	O94613
isogroup66220	Q8JZX4
isogroup66223	Q9CA67
isogroup66228	P0C6F1
isogroup6623	A0BD92
isogroup66242	B4F1L5
isogroup66251	Q8MTI2
isogroup66253	Q0VA39
isogroup66267	A4QVH4
isogroup66273	Q54C24
isogroup66275	Q0GZS3
isogroup66285	O96269
isogroup66299	Q6P158
isogroup6630	Q8C4U2
isogroup66309	Q43468
isogroup66314	D2D3B6
isogroup66324	Q54NU9
isogroup66330	Q03442
isogroup66331	P37518
isogroup66336	P37276
isogroup66339	Q8BG58
isogroup6635	Q5REG4
isogroup66355	P77228
isogroup66361	Q9SZM3
isogroup66368	Q8H8U5
isogroup6637	Q8VC90
isogroup66374	Q8BZW8
isogroup6638	Q8GWQ6
isogroup66381	Q8S2T0
isogroup66396	Q20390
isogroup66400	O49923
isogroup66403	P10587
isogroup66405	P0DJ60
isogroup66410	Q8W4G3
isogroup66411	Q9SVV9
isogroup66412	O94680
isogroup66415	P05102
isogroup66416	Q09912
isogroup66418	Q58CX9
isogroup66422	Q5ZMV2
isogroup66430	O21270
isogroup66432	Q9QXN5
isogroup66436	C1DFM2
isogroup66456	Q2UPB6
isogroup66462	Q06827
isogroup66472	P05102
isogroup66476	Q26630
isogroup66491	O31545
isogroup66492	Q80WG7
isogroup66497	Q54HL8
isogroup66515	Q8VC48
isogroup66516	Q8MU52
isogroup66519	Q29LW1
isogroup6653	Q6NTR1
isogroup66532	Q7XJS0
isogroup66535	Q8VZE7
isogroup66541	Q8MTI2
isogroup66542	O70126
isogroup66549	G3V9D0
isogroup66551	P36945
isogroup66553	A4S1G4
isogroup66555	O82782
isogroup66562	Q8T2T7
isogroup6657	P02598
isogroup66570	Q9BV73
isogroup66573	Q9SIC9
isogroup66577	Q8R536
isogroup66578	Q9LT68
isogroup66589	P22696
isogroup66607	Q8R151
isogroup66609	Q11QB9
isogroup66616	Q8Q0U0
isogroup66626	Q5F4K8
isogroup66630	Q9SIC9
isogroup66632	Q14204
isogroup66633	Q9C9Z9
isogroup66636	P35182
isogroup66653	P59277
isogroup66655	Q969S8
isogroup66657	Q3MCR5
isogroup66659	Q90YV8
isogroup6667	Q1LUM3
isogroup66676	Q99L04
isogroup6668	Q6RT24
isogroup66685	A3SR25
isogroup66686	Q7DLR9
isogroup66692	P16157
isogroup66695	Q9AW48
isogroup66701	Q57604
isogroup66712	G0S488
isogroup66717	Q96EW2
isogroup66723	O74836
isogroup66730	O35920
isogroup66738	H9JD76
isogroup66739	Q9NQT8
isogroup66743	B4F6K2
isogroup66748	A3Q958
isogroup66753	P37634
isogroup66759	B9A1H3
isogroup66774	Q99466
isogroup66782	B1WQR5
isogroup66786	Q5G872
isogroup66794	Q8LAC4
isogroup66797	Q40300
isogroup66800	P16559
isogroup66801	Q8L607
isogroup66807	Q6QJ72
isogroup6681	Q5BK32
isogroup66817	Q18161
isogroup66822	P9WJB5
isogroup66824	Q9QR71
isogroup6684	P35580
isogroup66840	Q9FUP0
isogroup66842	P54567
isogroup66846	Q96BT7
isogroup66847	Q6MAG7
isogroup66850	Q9LJL3
isogroup66851	Q8CST9
isogroup66852	Q944S2
isogroup66854	Q8BH18
isogroup66870	B4S2K9
isogroup66871	Q6IWL4
isogroup66872	Q6BS98
isogroup66878	Q7Q5R7
isogroup6688	Q4PEN0
isogroup66882	Q1ZXC8
isogroup66883	Q3TYX3
isogroup66885	Q8K9J8
isogroup66886	Q8Q0U0
isogroup66887	Q0D5B9
isogroup66888	P61799
isogroup66890	B8CYT9
isogroup66893	P06105
isogroup66895	Q942F3
isogroup66897	Q0DG35
isogroup66899	Q99L04
isogroup66904	Q56307
isogroup66905	P0CY21
isogroup66908	Q9ZQX4
isogroup6692	Q1QEC2
isogroup66930	Q9SIC9
isogroup66939	A0A1B4XBG9
isogroup66941	O35350
isogroup66963	Q86IV5
isogroup66966	O42611
isogroup6697	Q2JQ57
isogroup66973	Q8RY89
isogroup6698	Q08965
isogroup6699	Q55G88
isogroup66990	Q0WLC6
isogroup66994	Q9GYI4
isogroup66995	P0CT29
isogroup66996	Q9GR88
isogroup66999	Q8N5T2
isogroup67000	P49577
isogroup67004	Q55FT4
isogroup67008	Q6PN98
isogroup67016	Q11PK5
isogroup67023	P0DPD7
isogroup6703	P34678
isogroup67032	Q84M24
isogroup67039	Q0IH10
isogroup67042	P62909
isogroup67046	O80786
isogroup67055	P11045
isogroup67056	O35832
isogroup67057	O43390
isogroup67062	Q9W3V8
isogroup67072	O23254
isogroup67078	Q9NWT6
isogroup6709	E9QBI7
isogroup67105	D4AR77
isogroup6711	Q9JL18
isogroup67115	Q9SLG9
isogroup6713	Q50568
isogroup67136	Q9SZT0
isogroup6714	P42348
isogroup67145	O89116
isogroup6715	A0A168WVR6
isogroup67152	A1KRZ9
isogroup67154	Q9D967
isogroup6716	Q9ZVN2
isogroup67165	B2RQC6
isogroup67179	Q6GN91
isogroup6719	P49605
isogroup67199	P0DJ17
isogroup6720	Q5EAR5
isogroup67203	P33160
isogroup67229	P09398
isogroup67241	Q3U1Y4
isogroup67260	F4K5J1
isogroup67270	O94477
isogroup67299	Q9SZ83
isogroup6730	Q10074
isogroup67309	Q01662
isogroup67312	Q9AJU2
isogroup67322	Q9SSF9
isogroup67327	Q9SUI2
isogroup67337	O49453
isogroup67341	Q9M622
isogroup67347	Q8VEH6
isogroup67355	Q551A3
isogroup67367	Q6VTH5
isogroup6739	Q9P7H3
isogroup67398	Q00808
isogroup67406	Q6F6B3
isogroup67408	Q12797
isogroup6741	B0JZV4
isogroup6742	P17431
isogroup67424	Q9WTV6
isogroup67425	Q8IWZ3
isogroup67434	Q562C4
isogroup67437	P0AGJ4
isogroup67454	Q0WLC6
isogroup6746	Q54T76
isogroup67464	Q558K8
isogroup6748	Q8S340
isogroup67490	Q84JB8
isogroup67496	Q54Q80
isogroup6750	Q9VIH7
isogroup6751	Q8LB88
isogroup67518	C0HLA0
isogroup67519	P91573
isogroup67523	O68006
isogroup67532	Q9D180
isogroup67536	Q9HGQ2
isogroup6755	Q09YM8
isogroup67564	Q9RA11
isogroup67569	Q6MZZ7
isogroup67570	A2A7Q9
isogroup67584	Q40296
isogroup6759	Q94AC1
isogroup67592	A0A0H2VDN9
isogroup676	Q31QE7
isogroup67601	O80929
isogroup67602	Q11TT6
isogroup67606	Q9ASZ8
isogroup67607	Q3TA59
